"pew_religimp","pew_churatd","sex","educ","nonwhite","age","faminc_new","pid3","ideo5","QueerPhobia","ImmiPhobia","InterGBiasParty","InterGBiasCand","InterGBiasSup","LibMediaUse","ConMediaUse","Real_Threat","Symb_Threat","Evaluation","teamweight","caseid"
4,6,"2",3,"2",20,9,"1",2,1.33333333333333,1.5,-32,-60,-58,2.33333333333333,1.66666666666667,3,3.85714285714286,"0",1.03868303352374,1250372117
1,1,"2",3,"2",19,3,"3",3,2.33333333333333,3,-57,-32,-44,2.33333333333333,2.33333333333333,2.75,2.42857142857143,"0",0.483660997935956,1250514021
2,6,"2",1,"2",40,3,"1",1,2,2.5,-59,-59,-66,5,1.33333333333333,5,4.85714285714286,"3",2.29720270230363,1250517597
3,4,"2",3,"1",29,2,"2",3,1.33333333333333,2,38,62,51,1.66666666666667,1.66666666666667,3,3.14285714285714,"3",0.951763893533089,1250599053
1,4,"1",3,"1",61,7,"2",5,3.66666666666667,3.5,99,96,99,1,5,5,5,"2",0.955206883442232,1250744541
4,6,"2",3,"1",27,6,"1",1,1,1,-100,-82,-79,2.66666666666667,1,5,5,"0",0.682198082718624,1250750501
1,1,"1",4,"2",42,9,"3",4,5,1,-59,-71,-24,1,1,1,3.57142857142857,"0",0.8455082761176,1250844373
3,5,"1",5,"2",31,10,"1",1,1,1,-46,-54,-45,3.33333333333333,3.66666666666667,5,4.42857142857143,"0",0.602171220819208,1251132463
1,4,"1",3,"1",51,5,"1",4,4,3,81,97,99,1.33333333333333,3,1,1.14285714285714,"2",0.955206883442232,1251269561
2,4,"2",3,"1",28,3,"1",4,1,2,-91,-100,-97,3,3,5,4.42857142857143,"3",0.653208819725598,1251375069
1,2,"1",4,"2",40,5,"2",4,2.33333333333333,1.5,73,67,36,1.33333333333333,3,3,3,"1",1.17960496998941,1251516757
1,2,"1",6,"2",43,12,"1",3,1.66666666666667,1.5,-65,-77,-72,3,3,4.75,4.85714285714286,"0",1.00541144692706,1251521839
2,4,"2",3,"2",57,4,"1",3,2.66666666666667,1.5,-63,-77,-89,3.66666666666667,1,3.75,4.14285714285714,"0",1.21899510444004,1251634149
3,2,"2",5,"2",66,5,"1",3,1.66666666666667,1,-63,-74,-72,2,2,5,4.85714285714286,"0",1.59837886935698,1251664745
2,5,"2",2,"1",58,3,"1",3,3,2,-74,-78,-68,2,2,3.5,3.85714285714286,"0",0.505027880201008,1251670007
1,2,"1",5,"1",33,7,"2",3,2.66666666666667,2.5,-11,-44,-57,2.33333333333333,1.66666666666667,2,2,"0",0.809208479152677,1251673453
1,1,"1",2,"2",18,1,"2",2,4,2.5,-16,-63,-10,2.66666666666667,4.66666666666667,1.5,2.42857142857143,"1",0.327558777430576,1252041961
1,3,"2",4,"2",53,5,"1",3,3,2.5,-60,-87,-58,4,2,2.75,3.85714285714286,"0",0.815395494521315,1252094419
1,4,"2",6,"2",25,1,"1",5,2.33333333333333,3,5,-89,-72,2.66666666666667,3.33333333333333,4.75,4.28571428571429,"3",0.435147969374136,1252115743
2,5,"2",3,"1",36,6,"3",2,2.66666666666667,2,-60,-39,-37,1.33333333333333,1,2,2.28571428571429,"0",0.448267986130335,1252170867
2,2,"2",2,"1",74,97,"3",6,3.66666666666667,3,-3,9,1,1.33333333333333,1.33333333333333,3,3,"0",0.764376193468287,1252239443
2,5,"2",2,"1",51,1,"3",3,1.66666666666667,2,1,0,0,1.33333333333333,1.33333333333333,3,3.57142857142857,"0",0.505027880201008,1252290205
1,4,"2",2,"2",29,1,"3",3,4.33333333333333,2.5,-3,-41,-49,4.33333333333333,3,4,3,"0",1.01333702026503,1252447251
4,6,"1",1,"2",64,2,"1",2,2.66666666666667,3,-61,-65,-71,1,1,4,4,"0",6.4749579461662,1252467971
1,2,"2",4,"2",22,4,"1",2,2.33333333333333,2,-61,-61,-53,3.33333333333333,1,2.5,4.28571428571429,"0",0.769341741494712,1252529597
2,2,"1",2,"1",21,3,"2",4,4.66666666666667,2.5,92,78,81,2,3,5,4.42857142857143,"1",1.43790423256303,1252647073
4,6,"1",4,"1",29,97,"3",3,1,1,-30,-75,-64,1.66666666666667,1.66666666666667,1,1,"0",1.02718369464679,1252783427
1,6,"1",2,"2",62,7,"1",2,3.33333333333333,1,-50,-69,-50,1.66666666666667,1.66666666666667,3.75,4.71428571428571,"0",2.1717419492091,1253122281
4,6,"1",2,"1",26,3,"3",3,3.66666666666667,5,-18,96,72,1,1,4.5,2.14285714285714,"2",1.610735815778,1253122757
3,6,"2",5,"1",22,9,"3",2,1.66666666666667,2,-1,23,3,1,1,2,3.28571428571429,"0",0.3166285770772,1253406205
4,6,"1",2,"1",36,2,"3",3,2.66666666666667,2,-58,-24,-72,1,1,3,3.71428571428571,"0",1.7340348441625,1253422851
4,6,"2",4,"1",29,8,"3",3,1.66666666666667,3.5,9,11,26,2.66666666666667,2.33333333333333,3.25,3.14285714285714,"1",0.653208819725598,1253424543
4,6,"1",3,"2",56,2,"1",2,2.33333333333333,1,-66,-47,-71,3.33333333333333,1,4,4.14285714285714,"0",1.57966587861013,1253445825
3,4,"2",6,"2",29,14,"1",1,1.33333333333333,2,-39,-84,-95,3.33333333333333,1,4,4,"0",1.07113250407293,1253493149
2,2,"2",6,"2",29,12,"2",4,2.66666666666667,2.5,86,26,47,2,2,3.75,3.57142857142857,"1",0.634701163403065,1253525517
2,3,"2",5,"1",24,5,"3",2,1,1,-29,-66,-40,4.66666666666667,4.66666666666667,3,4.14285714285714,"0",0.492619506186913,1253554275
4,6,"2",6,"2",36,8,"1",1,1,1,-56,-81,-94,4.33333333333333,1,5,5,"0",1.82502488937584,1253581249
4,6,"2",6,"1",28,9,"1",1,1,1,-27,-27,-27,1,1,5,5,"0",0.676888092728799,1253582733
1,2,"2",1,"1",51,2,"2",3,3.33333333333333,2,44,27,27,2.66666666666667,3,3.25,4.57142857142857,"2",1.06126207684566,1253690799
4,6,"2",2,"1",53,3,"1",2,1.66666666666667,2.5,-94,-100,-99,2,1.66666666666667,5,5,"0",0.50048254164846,1253970723
4,6,"2",3,"1",20,8,"1",1,1,1,-64,-72,-87,1.33333333333333,1,4.5,5,"0",0.682198082718624,1254055889
1,5,"2",2,"1",28,6,"2",4,5,5,31,97,97,2.66666666666667,2.66666666666667,3.5,3,"2",0.873377194760798,1254349101
1,4,"2",2,"2",58,11,"1",2,1.66666666666667,2,-96,-91,-91,2.66666666666667,2,4,3.57142857142857,"0",1.16127641026703,1254383331
1,2,"2",2,"2",45,3,"1",4,5,3,-69,-62,-39,4,3.66666666666667,5,3.85714285714286,"0",1.16127641026703,1254456507
1,1,"2",2,"1",68,8,"1",4,2,2.5,-15,66,53,2.66666666666667,3,3,3,"0",0.764376193468287,1254654667
2,5,"2",4,"2",60,4,"3",2,2.33333333333333,3,-74,-89,-91,2,1.33333333333333,4.25,4,"0",0.815395494521315,1254800819
1,2,"1",6,"1",60,15,"2",4,4.33333333333333,1.5,35,-32,-26,1.33333333333333,1,4,3,"0",0.725681602642071,1255111535
4,5,"1",3,"1",84,6,"3",3,2.33333333333333,2,-85,-87,-80,3.66666666666667,1.33333333333333,4.25,4,"0",0.756176216988086,1255133701
3,5,"1",3,"2",25,3,"1",1,1,1,-91,-91,-90,3.66666666666667,1,4.25,5,"0",1.35239867885952,1255298193
3,6,"1",5,"1",57,7,"3",3,1.66666666666667,2,-60,-75,-90,4.33333333333333,1,5,4.85714285714286,"0",0.730963644410155,1255499801
2,6,"2",2,"1",60,3,"1",2,2.66666666666667,2,-75,-99,-94,1,1,4,4,"0",0.505027880201008,1255746269
2,4,"1",4,"1",67,10,"2",4,4,2.5,79,100,100,3,3.66666666666667,5,5,"2",1.05497397121027,1255773301
4,5,"1",5,"1",48,4,"1",3,4,3.5,-16,-22,-25,2.66666666666667,2,2.75,3.14285714285714,"0",0.730963644410155,1255813983
1,1,"2",5,"1",25,6,"2",4,4,4,61,14,41,3.33333333333333,3.33333333333333,4.5,5,"1",0.687274665695867,1255825783
2,4,"1",3,"2",70,97,"3",3,4.33333333333333,3,49,89,94,1.66666666666667,5.66666666666667,3.5,5,"2",0.664163247803511,1255831205
1,6,"1",3,"1",84,2,"2",4,2.66666666666667,3.5,-2,95,94,1,2.33333333333333,5,4,"1",1.05497397121027,1255831501
2,5,"1",6,"1",34,10,"1",3,1,1,-29,-51,-50,3.66666666666667,3,3.5,4.57142857142857,"1",0.668922720206947,1255832379
2,4,"1",5,"1",88,8,"2",5,3.33333333333333,3.5,64,95,86,1.66666666666667,4.33333333333333,5,4.28571428571429,"2",0.954665491423916,1255832905
1,2,"1",5,"2",63,3,"3",5,4,4,88,97,50,1,1.33333333333333,1,1,"2",0.421795171433005,1255837229
1,2,"1",5,"1",89,5,"3",3,3,3,50,43,63,2.66666666666667,2.66666666666667,2,3,"0",0.978400384470074,1255843491
4,6,"1",5,"1",67,8,"3",3,3,2.5,-29,-93,-88,1,1,3.25,3,"0",0.684277867979856,1255850559
2,6,"1",4,"1",75,9,"3",5,2.33333333333333,2.5,73,71,40,1,2.33333333333333,3.75,4.14285714285714,"2",1.05497397121027,1255868061
3,4,"1",6,"1",71,12,"2",4,3,2,81,58,78,2.66666666666667,5,5,4.42857142857143,"2",0.724355012800656,1255869383
2,4,"1",6,"1",89,5,"1",2,1.66666666666667,1.5,-70,-86,-9,4,1.33333333333333,3.5,4.57142857142857,"0",0.519197675282533,1255887751
3,5,"1",3,"1",67,8,"3",4,3.33333333333333,3,60,81,61,1,3.33333333333333,5,4.71428571428571,"2",1.05497397121027,1255887953
2,4,"1",6,"1",68,12,"2",4,2,2.5,95,88,99,1,6,5,5,"2",0.724355012800656,1255888827
4,6,"1",5,"1",76,3,"3",1,1.33333333333333,1,-64,-82,-68,5.66666666666667,1.66666666666667,2,4.42857142857143,"3",0.684277867979856,1255908133
4,6,"1",3,"1",67,13,"2",3,4.33333333333333,2.5,81,94,91,1.66666666666667,2,5,4.71428571428571,"2",1.05497397121027,1255963661
4,5,"1",6,"1",37,14,"1",1,1.33333333333333,1,-72,-99,-90,2.33333333333333,2,4.25,4.57142857142857,"0",0.668922720206947,1255982247
1,1,"1",6,"1",41,10,"2",1,2.33333333333333,4.5,34,20,36,5.66666666666667,5.66666666666667,4.5,4.42857142857143,"3",0.668922720206947,1255999093
2,1,"1",3,"2",47,11,"3",2,3,3.5,24,47,40,2,2,5,3.85714285714286,"2",0.19832992004315,1256017853
4,6,"1",6,"1",64,11,"3",3,2.33333333333333,2.5,39,27,0,3.33333333333333,3.66666666666667,3.25,3,"1",1.0124296228502,1256045561
3,5,"1",6,"1",46,11,"1",3,1.33333333333333,1,-90,-99,-95,4,1.66666666666667,4,5,"0",0.725681602642071,1256218073
3,5,"1",5,"1",27,9,"2",4,4,3.5,75,90,95,1,1,4,4.71428571428571,"2",1.45231640507991,1256513447
2,3,"2",3,"2",21,2,"1",3,2,2.5,-46,-38,-45,4.33333333333333,4,3.5,2.85714285714286,"3",1.03868303352374,1256859567
1,1,"1",2,"1",59,6,"2",4,4.33333333333333,3,74,74,54,1.66666666666667,4.33333333333333,3.25,4.42857142857143,"2",1.40623566948165,1256940913
1,2,"2",4,"2",55,4,"1",3,3.66666666666667,2.5,-31,-77,-49,2.66666666666667,2,2.5,3.14285714285714,"0",0.524091133101588,1257580313
1,2,"2",5,"2",65,5,"1",2,3.33333333333333,1,-41,-30,-35,4.33333333333333,3.66666666666667,3,4,"0",2.40346868582772,1258053797
1,2,"1",5,"2",30,8,"3",4,3,1,-23,-1,-2,3.66666666666667,3.66666666666667,3,3.85714285714286,"3",0.554265077048355,1258751315
2,5,"2",2,"1",61,3,"3",3,1.66666666666667,4.5,43,71,80,1,1,3.5,3,"2",0.509950488059943,1259047813
1,2,"1",3,"2",65,1,"1",3,4.66666666666667,1.5,-94,-97,-94,5.33333333333333,2.66666666666667,5,4.42857142857143,"0",0.675546438045946,1259256761
3,5,"1",2,"2",59,10,"3",3,2.66666666666667,3,5,0,-45,1,1,3.25,3.28571428571429,"1",0.549757409104261,1259443115
1,2,"1",3,"2",37,5,"1",3,3,3,-11,-48,-22,3.33333333333333,3.33333333333333,3,3.28571428571429,"0",0.8455082761176,1259662929
4,6,"2",2,"1",72,11,"1",2,1,1,-78,-100,-100,2.66666666666667,1.33333333333333,5,5,"0",0.764376193468287,1259700847
4,6,"2",6,"1",29,6,"3",3,3.33333333333333,2,23,39,45,2,2.66666666666667,4,3.28571428571429,"2",0.944355698061184,1259882317
4,6,"2",2,"1",31,1,"3",6,1.33333333333333,1,-1,47,47,1.33333333333333,1.33333333333333,3,3,"1",0.569765054719421,1259936547
4,6,"2",2,"1",36,8,"3",2,2,2,26,82,49,3,3,3,4,"2",0.848604537731446,1259953803
2,5,"2",2,"1",58,7,"3",4,3,3.5,71,66,62,1.66666666666667,3,3.5,3.57142857142857,"3",0.704586122094288,1259985453
1,5,"2",2,"2",30,4,"1",1,2.66666666666667,2,-79,-90,-67,1.66666666666667,1.66666666666667,3,3,"3",1.1823464243476,1259989749
2,2,"1",4,"1",19,97,"1",1,1,1,-49,-25,-7,2.66666666666667,1,3.75,4.71428571428571,"0",0.660216876409091,1260782541
4,6,"1",3,"1",20,7,"1",1,1,1,-47,-47,-41,4.66666666666667,4.66666666666667,5,4.28571428571429,"0",1.02718369464679,1260840787
2,2,"1",3,"1",23,5,"2",4,3.66666666666667,2.5,40,99,94,2,2.33333333333333,2.5,3,"2",1.43306816210147,1261039231
2,2,"1",3,"1",23,5,"2",4,3.66666666666667,2.5,40,99,94,2,2.33333333333333,2.5,3,"2",1.43306816210147,1261039231
